text,created_at,id,edit_history_tweet_ids,author_id,source,title,date,excerpt,image_url,link,scrape_date
"A Seeker just bought a Rare 𝗛𝗼𝗹𝗹𝗼𝘄𝗼𝗼 (𝗟𝗩𝗟  𝟭)! 🔥

Price: 110 $AURY  (13.61 $USD)

LFGame ⚡

Details: https://t.co/HYirLOY1sP

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/4QF0kPbGSs",2025-05-26T16:52:39.000Z,1.9270452256602117e+18,['1927045225660211683'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗚𝗵𝗼𝘂𝗹𝗶𝗮𝘁𝗵 (𝗟𝗩𝗟  𝟭)! 🔥

Price: 149 $AURY  (18.43 $USD)

LFGame ⚡

Details: https://t.co/FsuKzqy6tv

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/xwmF3GUTIp",2025-05-26T16:52:36.000Z,1.9270452148892756e+18,['1927045214889275546'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗧𝗼𝗸𝗼𝗺𝗮 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/QvOaWeh5lH

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/qNwKQrwZxN",2025-05-26T16:27:25.000Z,1.927038875970507e+18,['1927038875970506896'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗗𝗶𝗻𝗼𝗯𝗶𝘁 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/kXRIbpzYJr

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/xYcsUaQx4H",2025-05-26T16:12:21.000Z,1.927035083891868e+18,['1927035083891867908'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗔𝘅𝗼𝗯𝘂𝗯𝗯𝗹𝗲 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/S8bDpR16QY

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/eqtPuGazVj",2025-05-26T16:07:18.000Z,1.9270338145318953e+18,['1927033814531895386'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗕𝗹𝗼𝗰𝗸 𝗖𝗵𝗼𝘆 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/ZDOdZ2XLw0

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/PauowPxzR7",2025-05-26T16:07:16.000Z,1.9270338059167913e+18,['1927033805916791199'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗡𝘂𝗺𝗯𝗲𝗿 𝟵 (𝗟𝗩𝗟  𝟭)! 🔥

Price: 100 $AURY  (12.45 $USD)

LFGame ⚡

Details: https://t.co/hVXDztgiSQ

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/pfrw729Bso",2025-05-26T16:07:14.000Z,1.927033796446065e+18,['1927033796446064919'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗦𝗵𝗶𝗯𝗮 𝗜𝗴𝗻𝗶𝘁𝗲 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/B2LplVnH8X

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/SrDfxqBNpW",2025-05-26T16:02:11.000Z,1.927032524527559e+18,['1927032524527558898'],1.8211428283047567e+18,twitter,,,,,,
"We are excited to announce that you can qualify for a $SOLV rewards!

Check your eligibility and claim here: https://t.co/e0bG1T162W

🫂 Invited users: @alexwang89 @E99XsGSimZ76509 @Melo_Aurory @Adam4rmy @SarahODwyer13 

VCwuz",2025-05-26T13:15:17.000Z,1.9269905245624814e+18,['1926990524562481335'],1.9194557997655409e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗖𝗵𝗼𝗰𝗼𝗺𝗶𝗻𝘁 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/tQnkAnxFK8

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/E2ujkA7KWt",2025-05-26T12:26:48.000Z,1.926978322614948e+18,['1926978322614948211'],1.8211428283047567e+18,twitter,,,,,,
@aurory_bit crypt,2025-05-26T12:15:54.000Z,1.9269755812177638e+18,['1926975581217763778'],1.9262063980035564e+18,twitter,,,,,,
"A Seeker just bought an Epic 𝗨𝗻𝗶𝗸𝗶𝗿𝗶𝗻 (𝗟𝗩𝗟  𝟭)! 🔥

Price: 200 $AURY  (29.27 $USD)

LFGame ⚡

Details: https://t.co/yAZOfhDpcE

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/sk4YABCZdU",2025-05-25T23:00:28.000Z,1.9267754045823754e+18,['1926775404582375429'],1.8211428283047567e+18,twitter,,,,,,
"The team continues to ship. Their PSG1 will come with their own native game, Pokémon styled game about the history of Solana + other collaborations (Aurory, etc)

The product is a MACHINE:
- Octa-Core ARM CPU
- 8GM RAM
- 128GB Flash Storage
- Hardware wallet
- Fingerprint",2025-05-25T20:46:04.000Z,1.9267415806160205e+18,['1926741580616020410'],1.4883512403083796e+18,twitter,,,,,,
"🔥 The BIGGЕST #Сryрtо #РUMР #Signаl is here! 🚀

Jоin the actiоn! https://t.co/JwcYWO3KVD

 @slutterslayer @FelixMuthuri13 @MUNDLmechanics @aurory_whid @VINE4GOD @Opinion_libre1 @ann_skansen @AliceRibei8050 @AmyButler163065 @chenjunhong336  nukRba2DiLNh",2025-05-25T19:35:58.000Z,1.9267239389665078e+18,['1926723938966507865'],1.9174078501184512e+18,twitter,,,,,,
"A Seeker just bought an Epic 𝗗𝗼𝗱𝗼𝗿𝗲𝘅 (𝗟𝗩𝗟  𝟭𝟵)! 🔥

Price: 600 $AURY  (87.79 $USD)

LFGame ⚡

Details: https://t.co/65Pt7W8Dm0

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/LBBPA26Npn",2025-05-25T17:24:43.000Z,1.926690910353478e+18,['1926690910353477999'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought an Epic 𝗗𝗼𝗱𝗼𝗿𝗲𝘅 (𝗟𝗩𝗟  𝟭)! 🔥

Price: 500 $AURY  (73.16 $USD)

LFGame ⚡

Details: https://t.co/65Pt7W8Dm0

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/KmQ948aSQL",2025-05-25T17:24:38.000Z,1.9266908889078825e+18,['1926690888907882535'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought an Epic 𝗖𝗵𝗼𝗰𝗼𝗺𝗶𝗻𝘁 (𝗟𝗩𝗟  𝟭)! 🔥

Price: 130 $AURY  (19.01 $USD)

LFGame ⚡

Details: https://t.co/tQnkAnxFK8

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/IMUpKqV4df",2025-05-25T17:04:32.000Z,1.9266858314454797e+18,['1926685831445479569'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗗𝗶𝗻𝗼𝗯𝗶𝘁 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/kXRIbpzYJr

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/9LjYwlgass",2025-05-25T14:39:18.000Z,1.9266492788034068e+18,['1926649278803406871'],1.8211428283047567e+18,twitter,,,,,,
"6/8
🔥 Top Web3 Games in 2025:

🎮 Pixels – Cozy farming + NFT land
🐉 Illuvium – AAA open-world + monster battles
🛡️ Aurory – Tactical RPG on Solana
⚔️ Big Time – Co-op dungeon looting with NFT drops

Web3 games are finally FUN.",2025-05-25T13:14:05.000Z,1.9266278344344008e+18,['1926627834434400740'],1.914390621948629e+18,twitter,,,,,,
"@KozukiO16550474 @AuroryProject https://t.co/84w3lOtebx

You can play on Epic store on pc 

It's also on both Android and Apple app stores.",2025-05-25T11:48:06.000Z,1.9266061970014374e+18,['1926606197001437388'],1.8628722218630267e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗪𝗮𝘀𝘀𝗶𝗲 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/vfStAOCL0A

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/J2HLhuc37U",2025-05-25T08:28:40.000Z,1.9265560058668974e+18,['1926556005866897478'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗨𝗻𝗶𝗸𝗮 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/iZlnK6SBQD

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/AH6bXjwNu3",2025-05-25T08:28:37.000Z,1.9265559959557245e+18,['1926555995955724518'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗧𝗼𝗸𝗼𝗺𝗮 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/QvOaWeh5lH

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/TwSvmW5Y86",2025-05-25T04:43:16.000Z,1.9264992839156493e+18,['1926499283915649232'],1.8211428283047567e+18,twitter,,,,,,
"@chocoo_web3 @DaoryAurory @AuroryProject My man kicks ass IRL, in Aurory, and now even in a tavern🫵🐐",2025-05-25T00:02:31.000Z,1.9264286310157558e+18,['1926428631015755878'],1.488446727426351e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗖𝗵𝗼𝗰𝗼𝗺𝗶𝗻𝘁 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/tQnkAnxFK8

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/wjDycoIfE2",2025-05-24T19:52:30.000Z,1.926365713314304e+18,['1926365713314304022'],1.8211428283047567e+18,twitter,,,,,,
@stephyberry_ @AuroryProject I hope Aurory will not be the next project to close. Love it but I don't think their finances are looking good,2025-05-24T18:37:03.000Z,1.9263467240517473e+18,['1926346724051747266'],950528359.0,twitter,,,,,,
@chocoo_web3 @DaoryAurory @AuroryProject Aurory has something interesting that isn't fully exploited !,2025-05-24T17:45:24.000Z,1.9263337260671634e+18,['1926333726067163381'],1.2994386777776701e+18,twitter,,,,,,
"We are excited to announce that you can qualify for a $W rewards!

Check your eligibility and claim here: https://t.co/Y3VTPwYiG0

🫂 Invited users: @Ariel1234515 @ZionBurns57314 @sjjwnmgyjdh @iHosam_x @Melo_Aurory 

AbS7y",2025-05-24T17:43:49.000Z,1.9263333266352212e+18,['1926333326635221328'],1.919483301179347e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗕𝗹𝗼𝗼𝗺𝘁𝗮𝗶𝗹 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/qbg8D3hs1x

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/tcWwgtqn83",2025-05-24T16:17:10.000Z,1.9263115230995297e+18,['1926311523099529726'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗕𝗶𝘁𝗲𝗯𝗶𝘁 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/oAMBtLuywf

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/rtyp2wh5K1",2025-05-24T16:17:07.000Z,1.926311509866566e+18,['1926311509866565938'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗔𝘅𝗼𝗯𝘂𝗯𝗯𝗹𝗲 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/S8bDpR16QY

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/AxGGHMvdke",2025-05-24T16:12:04.000Z,1.926310237553697e+18,['1926310237553696960'],1.8211428283047567e+18,twitter,,,,,,
"3DOS, Litas, Openledger, Sandwatch

Testnets(12):
Monad, Plaza Finance, GoKiteAI, Malda, Aurory AI, Rise, Irys, Prior, Citrea, R2 Money, Pharos, Somnia

Others(24):
Sapien, Magic Newton, Assisterr, SoSo, Klok, PoD, Coresky, Beamable, OneFootball, Camp Network, Blockscout,",2025-05-24T14:01:41.000Z,1.926277426310517e+18,['1926277426310516977'],1.8646179873215488e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗖𝗵𝗼𝗰𝗼𝗺𝗶𝗻𝘁 (𝗟𝗩𝗟  𝟲)! 🔥

Price: 55 $AURY  (8.09 $USD)

LFGame ⚡

Details: https://t.co/tQnkAnxFK8

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/exrpRFq1SF",2025-05-24T10:41:31.000Z,1.926227050299261e+18,['1926227050299260946'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought an Epic 𝗖𝘆𝗯𝗲𝗿𝘁𝗼𝗼𝘁𝗵 (𝗟𝗩𝗟  𝟭)! 🔥

Price: 190 $AURY  (28.02 $USD)

LFGame ⚡

Details: https://t.co/iCtTJSiqvR

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/v17yjovlTr",2025-05-24T03:35:43.000Z,1.9261198948876498e+18,['1926119894887649702'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought an Epic 𝗦𝗵𝗶𝗯𝗮𝗿𝗸 (𝗟𝗩𝗟  𝟭)! 🔥

Price: 290 $AURY  (42.82 $USD)

LFGame ⚡

Details: https://t.co/q0as9mXflT

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/sGr5jZkQ2R",2025-05-23T22:24:49.000Z,1.926041657557865e+18,['1926041657557864943'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗕𝗶𝘁𝗲𝗯𝗶𝘁 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/oAMBtLuywf

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/8TPY99JTTb",2025-05-23T18:24:25.000Z,1.925981156555559e+18,['1925981156555559010'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗪𝗮𝘀𝘀𝗶𝗲 (𝗟𝗩𝗟  𝟭)! 🔥

LFGame ⚡

Details: https://t.co/vfStAOCL0A

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/XTtTMf4rvQ",2025-05-23T18:19:22.000Z,1.9259798867467717e+18,['1925979886746771744'],1.8211428283047567e+18,twitter,,,,,,
"@MDCryptoSniper @playsolana @0xjaynfts Looks good, aurory is a great game too",2025-05-23T15:36:57.000Z,1.9259390139253517e+18,['1925939013925351660'],3293970988.0,twitter,,,,,,
"A Seeker just bought a Rare 𝗗𝗶𝗽𝗸𝗶𝗻𝗴 (𝗟𝗩𝗟  𝟲)! 🔥

Price: 60 $AURY  (8.86 $USD)

LFGame ⚡

Details: https://t.co/JbmwfvMekR

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/b1MXOs6eq9",2025-05-23T13:18:45.000Z,1.925904234165236e+18,['1925904234165235978'],1.8211428283047567e+18,twitter,,,,,,
"A Seeker just bought a Rare 𝗨𝗻𝗶𝗸𝗮 (𝗟𝗩𝗟  𝟲)! 🔥

Price: 60 $AURY  (8.86 $USD)

LFGame ⚡

Details: https://t.co/iZlnK6SBQD

Start playing 𝗦𝗲𝗲𝗸𝗲𝗿𝘀 𝗼𝗳 𝗧𝗼𝗸𝗮𝗻𝗲 at https://t.co/0R9emrZMgA right now https://t.co/DxhHh7XB88",2025-05-23T13:18:42.000Z,1.925904219875246e+18,['1925904219875246192'],1.8211428283047567e+18,twitter,,,,,,
,,,,,aurory_news,"May 13, 2025 Loyalty-Based Expeditions are here! A new version of Expeditions is live! Read more",Date extraction needed,Content extraction needed,Image extraction needed,https://aurory.io/news/loyalty-expeditions,2025-05-30 12:41:10
,,,,,aurory_news,"May 07, 2025 How Blessings Will Impact Seekers' Journeys Find out how the Blessings will impact your experience! READ MORE",Date extraction needed,Content extraction needed,Image extraction needed,https://aurory.io/news/blessings-impact,2025-05-30 12:41:10
,,,,,aurory_news,"Apr 22, 2025 Introducing Dodorex - The Clumsy Neftie! A new Neftie has entered Tokane, introducing Dodorex! READ MORE",Date extraction needed,Content extraction needed,Image extraction needed,https://aurory.io/news/dodorex,2025-05-30 12:41:10
,,,,,aurory_news,"Apr 15, 2025 Patch 0.13.31 is now live! Big update introducing new long awaited features! READ MORE",Date extraction needed,Content extraction needed,Image extraction needed,https://aurory.io/news/patch-v01331,2025-05-30 12:41:10
,,,,,aurory_news,"Apr 15, 2025 Easter Update New big patch for our Easter Event! READ MORE",Date extraction needed,Content extraction needed,Image extraction needed,https://aurory.io/news/easter-patch,2025-05-30 12:41:10
,,,,,aurory_news,"Apr 09, 2025 Challenges Are Coming â A New Way to Play! Introducing Challenges, a new way to play! READ MORE",Date extraction needed,Content extraction needed,Image extraction needed,https://aurory.io/news/challenges,2025-05-30 12:41:10
,,,,,aurory_news,"Apr 02, 2025 A World of Choice & Challenge: Introducing Blessings Introducing the upcoming Blessings feature. READ MORE",Date extraction needed,Content extraction needed,Image extraction needed,https://aurory.io/news/god-blessings,2025-05-30 12:41:10
,,,,,aurory_news,"Mar 25, 2025 Community Update #1: World Map We dive into the Worldmap, and how it will play a crucial role in your Seeker journey! READ MORE",Date extraction needed,Content extraction needed,Image extraction needed,https://aurory.io/news/worldmap,2025-05-30 12:41:10
,,,,,aurory_news,"Mar 19, 2025 Introducing Leaderboard Rewards Introducing ranked PvP rewards! READ MORE",Date extraction needed,Content extraction needed,Image extraction needed,https://aurory.io/news/leaderboard-rewards,2025-05-30 12:41:10
,,,,,aurory_news,"Feb 27, 2025 Aurory is heading to GDC Johnny, our Executive Producer, will be talking about his jump from traditional games to web3 on an exclusive Solana hosted panel! READ MORE",Date extraction needed,Content extraction needed,Image extraction needed,https://aurory.io/news/aurory-gdc-2025,2025-05-30 12:41:10
,,,,,aurory_news,Loyalty-Based Expeditions,Pattern match - Date TBD,Found pattern: Loyalty-Based Expeditions,Pattern match - No image,https://aurory.io/news/,2025-05-30 12:41:10
,,,,,aurory_news,Blessings Will Impact,Pattern match - Date TBD,Found pattern: Blessings Will Impact,Pattern match - No image,https://aurory.io/news/,2025-05-30 12:41:10
,,,,,aurory_news,Dodorex,Pattern match - Date TBD,Found pattern: Dodorex,Pattern match - No image,https://aurory.io/news/,2025-05-30 12:41:10
,,,,,aurory_news,Easter Event,Pattern match - Date TBD,Found pattern: Easter Event,Pattern match - No image,https://aurory.io/news/,2025-05-30 12:41:10
,,,,,aurory_news,Challenges,Pattern match - Date TBD,Found pattern: Challenges,Pattern match - No image,https://aurory.io/news/,2025-05-30 12:41:10
,,,,,aurory_news,Worldmap,Pattern match - Date TBD,Found pattern: Worldmap,Pattern match - No image,https://aurory.io/news/,2025-05-30 12:41:10
,,,,,aurory_news,PvP rewards,Pattern match - Date TBD,Found pattern: PvP rewards,Pattern match - No image,https://aurory.io/news/,2025-05-30 12:41:10
,,,,,aurory_news,Red Packet Pursuit,Pattern match - Date TBD,Found pattern: Red Packet Pursuit,Pattern match - No image,https://aurory.io/news/,2025-05-30 12:41:10
,,,,,aurory_news,Chest Eggs,Pattern match - Date TBD,Found pattern: Chest Eggs,Pattern match - No image,https://aurory.io/news/,2025-05-30 12:41:10
,,,,,aurory_news,Halloween Event,Pattern match - Date TBD,Found pattern: Halloween Event,Pattern match - No image,https://aurory.io/news/,2025-05-30 12:41:10
,,,,,aurory_news,Chroma system,Pattern match - Date TBD,Found pattern: Chroma system,Pattern match - No image,https://aurory.io/news/,2025-05-30 12:41:10
,,,,,aurory_news,Neftie Skins,Pattern match - Date TBD,Found pattern: Neftie Skins,Pattern match - No image,https://aurory.io/news/,2025-05-30 12:41:10
,,,,,aurory_news,Collection Score,Pattern match - Date TBD,Found pattern: Collection Score,Pattern match - No image,https://aurory.io/news/,2025-05-30 12:41:10
