signature:ID,timestamp,slot,fee
3oCYt7p8QaWzXcpdssJPpDaKggUKdSTYRqccGA8uthJoGxXh9pTkkX38vEx2qx93KSy3W7kuUC6edGTagwaR9xDu,1747936160,341756816,410000
doskAARWQa4BfdqUQkfAa9tmmGwbtNWwege92fFxthCz8KiuZnpF2hJ3xsuD6hp4dE4Xtq6r9tG4uevTivSVpAG,1747898285,341660928,410000
3163qbxRQ8q5VFeRCVGYEP33ci79xsuMGsBszEgmXm6J9cZ8qmJEXij81QDUzRNoLR7SRAkZ2AjZW6sGXTdPPfXL,1747898198,341660708,410000
cRCpdHkAr3WfqVH46stZs7WpP6EXeE9DUnT33f7sV4FbADBsAse7AcBoPhVQaRGeTV4pUxP2vjTnxYBWEyaeoJY,1747836473,341504416,410000
tbBdjV6v1a8QAQRFqVbkQHeXtSYJfEPzhZ8b7FB6pTyAoaEFT9hHHaLouKtkUNBmEqHFeiUfcnvXbZvDHN9QzHk,1747701853,341163537,410000
GYf11AVF1x489w8GT1wwHs5ujD2vjnYjYu4vVABaMxRm6T8vE1Mnv3yKfdu7Tn95UdX5WdNUzbJe1mBLtGY56vg,1747701055,341161517,410000
34zvYbGJ5qDECyXFrxJP8JMdTSuHdbUXbVVmjqWnV7wreDCUrmckAdpUfxo2cT48KdjkobRdTzrcPYYxzeEevtVE,1747414470,340436612,410000
vJseM5AZPx9kkpXgDBY3pwQQNmdgMfAj8WCNN42MFwCM9zZ5XTrh76RmLcLGgSuWuUGaFhTFLMo2DFrmo2zbK35,1747399097,340397758,410000
4oik1hHYdcyPrkxJBMVkdCf2y48FaoAjdohorVBZM2QizpGz4P6M3mRbNETfSy6uB5vdp19vrLkxMFYCtuoNxWpa,1747306570,340163728,410000
MRky44PPkhENGh6eipKouKE7WqmRcWcAGyWDMjqDnJYprmQJteup983YeH2E4KWAfPrpmkiAy9sD3rdZZ9VJZ1g,1748563907,343349940,185000
3P4SD9g6EcqJfGxuAcx7Y3UzvxVVsU5sK7v5bL4MXzYioS1gwJ54XhqcSqmmu3Q1hRDQ93rvwimmEv1HhpTUM3JJ,1748547846,343309189,25000
24Hfvz2fDxSsV6h5f8Hg9WTcEwE2qsomM5RzBvVJ26HajLnJSY11M6DD94jorko3o3xdJi4me9reVsmZ41HCrqwp,1748546113,343304786,5000
41SvUj1JwSzLM13GVtsEZvA7WYEQ66TEE5oVzQ3ap9D8cMFS9Cw7pNZnWxgxhhQy91sZtZgt2NoEUd3SRLMWMNkm,1748545770,343303910,5000
CgMdsZxkLt5M4gzAm9aceyyd7wZVR8mWQVp1CNEndq4Zgt24QiSCtEnL3ovZnzxM31CNWhLWtTwnKDpKH7WZt2J,1739534020,320592544,1510000
64aauahcu2XHV8QHC3n1Y4VhkpxSYB4Fm7xfTLf16T1PuQJVv9g6TKsEnqiN2BvJFFXX8SvW57Y4x1mvEM42GZk4,1731493782,301132202,15000
22sh8Pvvt225hNLYwi7nrRHUf7HF1DjSzetB39yds7VsAQ2jbUbfQbqxZQf3vwmEaJg8L5zVppyiDNg8R7nPrtKT,1731490992,301125769,15000
2MdJEkPLvaw1vuXYdZKbc21tgdDJ25zTQdBtLeGePMDJ25ND1cwbki6fgNKwAB5RC9bJdFEHyYFhMVH8CE39RK6V,1730099965,298137561,70000
2JZ23MD8dTbyNUxegFWA85s7AttXUAZYFz7eGGTFKNMsEbELsTxwZ6YTf5rwgpwKYrNzx13HBEFQhZNWGFWX8iUC,1720513196,276538468,91105
2vCJNJvEkg9SUBWeZ6MESocbZwWMWvm4x9AC3wxgSYef8nxpRGPWstBcBeh7yWgDG8SnVnWMRx43qhpDZELgMDWL,1741557667,325699291,79999
36eo65N1f15Efhny2cs5t3dBqPn4iLp8xvG7Hnz7f4UP2Ruwn7f5s5L2UDn53EGmztxH6ABqSvqQjyrwLgpWQ7U4,1741557327,325698438,80000
4HakhjQVpXsvQsPgJvWuaHgnyJutyjiysaiUDrycjdSoSCGrsWgza7kGxn4iawvsomEqSGyQriMGS5JEDv5CmJFn,1747638038,341002193,27367
2EsSj1UnFXoJRFPGTx7qJNW6tBjSUjH84QBi27XCDCcP1a9MLcB2qkjKxXwRfbhg2k59GC2bYJHpCP368Hzvj8ES,1747581124,340858251,40455
5RD9AWSKqPvdphkR3VWVc4gEA67Z6BnA6kEVsp64tkgpoiLS7m6CBaiDSf48TihWob2JYi794emGZQU33GURcZqL,1727438407,292300467,260000
vVGCBgzfV5kUZtHBf1F9EhbMMerYSmVLACGC7ZuxCTPwnid2t223DrefK6BZzpqftaiyy9ykCmFMYMVK3UaaVRD,1727208013,291785737,260000
647aBpvhcZWhvMegP9pSodju9hWg2Vg1jwvAfD8L24B52TtYMb4VuczHwSJMUsJpCVTLo7AEWDASCNmwmjPhBZAr,1726689612,290602205,260000
3Tju5ZoxPX1c3sVRTXuPnfK9pNXxHtzoh28jWgeiuRNEM4egFFk5nL3MRuwgMiePiySF6SnaDRPP2uRCj2gR4MCY,1725609619,288112136,260000
5AfZ85uQ8DprKkHtjutxYkvgS7p9bPB8UnBuHKoyYxMok8oZZW7fSZQweznsNFvdaoNfA1kJJrthYRUhXE1X7mu4,1724691611,285982624,260000
4DnWq2G3xNZYhRn8iFVnTesiBaxt6rZNNPVYEfYA27kVMzqPEtiayboYyR2aYzxvbDZFanUE1jVx5oXmKTGeBfbx,1714981750,264160626,190000
5U7nSFBcaxYNwKRT37mpASYatednw1K4ZZiaQE3Ed3dHcR559eVnrPDiyHkuCo4BbjJSvm2R9SVjfoH8VCV8H4GB,1712714419,259284538,190000
63RANpk7GvKtJeCE1Mu6tcqyf2dQVC8c6rCiv4gxh1yJsfnkQ4k7dmHLsKHGiWDmodV1anAj3jxRkCHwCXf2xBw3,1712591584,259036692,5000
2gF3DEcpc8GJAkRw7nBoes4R5DNTmDSX3KZ9GVcPHhyy3br699juz84d995HFRiZQ22YQea1kFud7SDPvJ1k8koF,1712009446,257814626,30000
4FSjUyhkSjWwVpaQxBkx6bziY3x5QmNr2yafuyaAwefoKtgStEweg3h78GYNnf5sqbZ5zyegkDGYftB8HDevBT6w,1711476217,256600715,5000
2wno4tJ4xqBr7Ehk11QSdZ6doveW6PkRAVEdkbAk58a2d6tKXGLdfMFT4zk9TXTvYF1aLaPtFR7fQVdxJwz5EnkG,1711200623,255957703,5000
2zDWqrg1djRTgEBy9tPNw5UcrQVaYeKp3TeqL3CLShLyEeF19C6PnZtZtM5uXFGPfgASFPr8aYeLqs5BbfAu8hJR,1711058414,255626645,30000
2wnCSQfS6kj2FSyTPPHVrwBwz3MGqvjp8GpJ45ChiQAdrgr6ZSGKkpzmqNtoYBUs8ARa4HpDbrUnbAiUvHwBJm6u,1711036823,255575376,30000
2BcuFnw8jifJDVXGmAvYPgWdQiVV5DA9RvNnDjdEtAMwVQGN9piNFHUZZXnvhEmJPGeHXnEDZp5RwcRem1NiWbqi,1710952886,255376845,5000
3ZLKD1LGT7eWU8f31ayZBfAJMghLbHMFtc64NJJBra875prMpseoC5hrS9Da2UW56vncL62Kz4usfFR7cjmNWzfN,1729148766,296087845,65000
wJ3evrEYRWJvxBu2mbWqrGZ3EPcXwEKVm92XQ9XNnupkqdghkz1kxCvPt8k5eRXhAw1FiuNobVNh4V4o3bvuRGD,1729062423,295903959,95000
2MSEDAXoKZtCEobwPe29KeZciH8rf7VTaghdK3ih1YDqEMfzZbsvieiqHbUxabPk2Za2Y3zQNM342ZJdUDX8xX3Q,1705402505,242146103,10000
2FWFTsKyaRv9YN6RhyucBkUw4GmSP5ZNMapEuYo3MracfALCbjVACb7wjZE7TY9Ls8hffFr3TUkbcwGVUskkpZxg,1705401702,242144339,10000
5bejBcKn76DYy4wdExZefvYLeLqrW5Byokr32p4QbqMdC7iJwdbTX7HUrvjTTom5FGLfD14CsVGbg1yXbffaeNqQ,1700984498,232318873,5000
4bPh5ePmtEKwjHGLtuygbKhEUqYwRZzASgMLj7Eks79fpmvHKb5Bp98pge5XmY5NatbNuYYiAeS9QFgqPwkSqcjm,1748497818,343182213,10357
5DhXXUHFkCsXF8nmmoeZPsLDrWFTN3YzBthHGWDtHnbKfwpkdaAmqvdqSmLm4urDZNgyAEhxA1DivvvoJym5BLsr,1748271317,342606424,10566
2mhWCmJVNbUgHstS4NNuHMbqrPWaVyXvBxMrYqpteDD4KfJLg69w3oKTPsVCsv88nuVTM8XrxgSnwddjoaXvYFTB,1748269538,342601916,10351
85Lx2AiDwyUFYfujLbR2r83KYyGyJWXk56AUgM6jS8Dr2QPhtXjR8xZDPHTw4pjc1hwkHguYEGwt4jGdWjRRfqE,1748261718,342582060,10559
2F2XvNmqWxKaVygypjPBuDoqNme5Xj4Smr9YmrYhovgRDzT16XEEmk9Lji9SkiGZUJunVR3eogj8kyEc3jpXYAPi,1747818095,341457836,13014
nZV1skpijT5ptNdqpYQXtBXMVGyUXBmQtsCerQ6SE8if3fmZXrWLC6wS1PPQYrfYKTJWmPan7u2C8DBtoGEUkaR,1690281809,207412317,8200
3ZhQBrtY8cZ2hY4ucS3DtGVqx1XJCFc9pcn5dMXjLbA3EFZciwzzMC5La8QKYSSTMyp16d5CVyTfcWcxXBbwcQFB,1690281787,207412265,8200
orLBQCFQyHWRfNbySJvNVSmDK9NSvFMAmj3Rpw8UrF8sEtyRDFhdNFmJJCi9GdcKPmKgcxwvGJWkZUNyRoqvC7T,1690281766,207412216,8200
5xdCvfnvyMkyZSESHuiXAsj1Y9d57u9PQp742VJUpGbgAzc1Uc5y2sxXBEZmVTZCH61AnsgcfQYh37TyKup2Xbr6,1690281746,207412170,8200
3fdWSAwc5QDaac9qbbPbjGfUS8k7sM4XE1e6iewdpQffPYXCEmo9wdPB5FZDvH5e4XVA3ZLErnCHTVrAYNJjiwPF,1690281729,207412130,8200
3xakXvFxSDj3DdAUmzf2zMcTN4M4LZjVhLZFqxEF9jF1ey8cq735HhFz4pY4mFeRomSurVxodVLAqu4aPM5JhTCD,1690281710,207412086,8200
3FDF1i2LNwxpRSVEVLkcjrZXrXpuaD3TFR1StR2ZZ1h8sfHiDy9DQpJSkAfpdKDLR9vcryrNqu1AZ4WZNucDjhS7,1690281692,207412043,8200
4Z3PZfsmJ8LP1tqPYPfMK6FxLC95E8p7kLNZPEmT8TH199mSu98VNMRddRrLJG2HVA6VXrTWJmMva2sWUoqUxzMs,1690281642,207411925,8200
4W2X7jBxHnqfmrvLEYSLp1jnw9z52QurfMSeiDUa4oeUveSuHjBuvJ7my3CzNDXij9Ezf2w3D38YR1rGPhuB74oU,1690281624,207411882,8200
3H35zkPFfgK1F9RokUEcUCPTcTuHFsKzCeF2Fnup7yegtZb5cbGWi7A4dLmrNttDrRdWyVnMpCLw8jxnH2F6ZU58,1690281580,207411781,8200
4LsKsV1e3LXs7QbCkNpDwg2P365wAGHuwDxqBYenksvJGDpiWjMtgxoGht2pXVrZcafx4TgpUisZDzyJNENDiidF,1690281523,207411648,8200
46p39PZ2ig8sxNpZThasNJ3EP4wV6WGEPUGcWVp4QnptmskjGtBb8nixCn4g7Q2ZSydPMfhJPR1LXvNmxtAavBVG,1690281505,207411608,8200
5rYVeCiZckrQQuF6cJbZDBD1aVsc3BGQ6Bb4pnvHchN4nJFMJZDh6v9d3kzQyQnkPVKpUgcYXGdR1ZvYpr47FKFW,1690281485,207411561,8200
2xuGqS2q9RAfTE6GD2DvtsBG4uGjVXWefXvDxwewBZMQwWhcrDx1QBe6UZpe8V82ksWWEeMcpD9D4kzJqYd95Z1h,1690281466,207411516,8200
3JQafTZPRzZAhsVP7RSVW6cKCYBSzpYMMUzu1oJqc7U8D66uRjB6XRftocr4o5eBqfV7QkHKuVphHnje4RX5QU1i,1690278209,207404033,8200
xsoLJGnYpnK5F6jSiZugwjTQ8wNGotk6qMsZa5oCgiWcNqqsrKbKEKUF4Yywy2fpvNYeA6XvNBZoartq5Z6Ds96,1733651756,306158692,205001
m3SDjh8ehhGRkgvs2A4vXGAJTG5nqZzAJRevE5XBoRfqSNZuWa1VV6aAohhLyScEQPpBiFaGND5uQyYUtYxwedo,1717277210,269309041,5786
2d6ed1V7zmy569PazT6or9bKJA7hC6UGBSV5sNstJDfzAVR4DriJnCqydFfZSQRgwuuRrTXH3mBfbAVn7j69b4Yk,1714595098,263328317,25000
21q7Hpai92BVQECHAkPCLF7QH2HwtTRaKKBLoQSV2LemrqpHNMM6wxdKmTgWgQpMVxkg3kM3PwVM8mgKy7dRSvhR,1713173920,260243422,25000
4Xz8dLivYVpazGHXd8Yov1EQSrxPY7jFxF1CcNdiv1ppRxVpj2ZYup62PwHiTBNnWRV72HeHgaVgziXGRi24eJDR,1713173777,260243112,25000
315mnW7fZpjmHoCYxecXpeAYLCyppYa5QcNMNCttRsNtxNh2FHZVVTYMev8eaC5XHioTUTvQxbdkN1wkEFXn55dS,1712125586,258075236,25000
2hQPWdU6uDrpu5K8SkyaL42Nsm1P2DnFXSPBzwoxWg3jXVXknfFW5mNMMAGxYBeTvtysBGNUmw1ttQoyGv9qxTPC,1710836188,255098049,25000
5VRk63jjEsSDHLCWfxFZ4XDCRhmodiZZt5X8C7aRbd7ChUrbidnKhDHagaHB7P3Pz2kNjRnBwuByDRZaCH91dvGD,1710836146,255097946,25000
4w4SwTtap96z3W8bJ4vRqhaxQqUfHfCoS49A3WxnqD6BHDo4JjkexnzqtkeD8H4DPXA9J7HLd999kfzERfZBuETK,1710836099,255097836,25000
3oaWV6UVPud4JrmZr8Mzv1oHXvopbwkwtU8Bh3WxYsevvMKG8NkTE9nZieqLbH7gWUS1QBJ2xGFove6H3B13yhcM,1710835941,255097453,25000
cAJQeoS9SPseGraXPgsQq6rJbn2nqLT7GMQW7AxPdXXYttqBAouJzgUW3ssVEzsNaag3XYdCxZTQ62R7bZhTSwt,1710835870,255097281,25000
2QPSCTsuuaQs1Zpg39dMefFHv4brmVUirPkkk5CjmYezWDYN2S6DmM31bRXsxFU84JjP717ComjWTR7haK6dpdnK,1707903454,248090637,25000
3oYyho2ukLmRgzxEPmtLNDsJhcAVo9FpxigtzpqnyTFBpNEYYGDyBdFRTzo6ynDaEJVwFHQwrG1JWk9QfXSTZfDy,1706830421,245569022,25000
3kP1mWvQrC7NngEMsovzYrWbAuUtU3JTUN2GwtZA3xz16sS6ZifKxg9NLixFTepfReuZeuNBCMJ9Re43zWqahWuP,1704146643,239340643,15000
gjodY8ZqdqHFzJiQW524oGM8xtANXVHDtrg8UDu1cJpzCh2cQChDYUQYLi1nkuvWfkRKJzsAY1MVFhG4CEGsY7v,1701879642,234361887,15000
5akpMR2zAtCtoZnr4Nvvaxam1NJcTBiRX83nmfD8DqB7Ua4UFjSU2BvfS3PnL4WxAfqAtiuJbWesgBYCR5HHrLD3,1719426138,274160087,65000
4XDxTNUYvpAHCqvd8TKyVK2zguTsW833kGTronVBG6qCdkFi8RB4mZpucruJL7Rwie91sswtK6MAF585DBF9T3Xh,1717412324,269621499,5786
bwENxaKsHtsyrj1crJ434kShMngPd16qR3FpsS3Q6ACqhmViGJjZQMDTLSdGQwDKweneS3r4bHkYbg2vbnCpPpf,1715155443,264537996,5786
oaRbNmADfHCYE8UHwhS7bwJd5N6UNpUeZcsqhxfdm6YDSg6bYUceDSuoquKHo3bCK1uVnZmZdDsxEqD9osRf3aK,1712173552,258180163,25000
3ANLWUGPwXoKJuDq5mDxpbsehWg6T57gRXPY1TYZPXD6EhfiF2gUHh1wgPKA6znbFBoFWJmZ738k8Apmu6btzedD,1707054018,246095772,25000
325MAXS6wqWA4h3SUgdfWB3ySERpwybutNgFTiqNDefBoJjx38N1gPtp3Vg5QgGwjTvp6mXAwz3v5hYgZ6w1f9qQ,1704194582,239445087,15000
4hhmCTAViyN5VLLXxJpZjbSMEvzwpMpE8fDobqbgMFg1QtQPwhTZCcCvtuqGaDDdS2y4iCJdcTrtg8Rq6oPZEx7c,1702898081,236592971,15000
4GpPVa7izp5VuzeKCNUmqr3RWY7DrQ9JYFAaiZAYbGzVFoAkNyAW8aSUd7oMVBx7xykXuQ5aGVe7nG3hDN3ASQNP,1700077938,230221422,6600
5S6ikLQLg9vbByFkH6eviuytE3VUFET8f2STH3vWjMxVtmR1vA1DuJaDQ7hnorhgYD4pb1xTJwnnV1kNFtvp4nBb,1700077189,230219818,6600
3fPGuRdPyGgmaRdsz3MrWBJvB4nf2bcsfLcR2KLfULVRX9GYdGGuSgNq34mNVxEoFBmu4rw6aZ7EP8Xza45XnhD1,1747638038,341002193,27367
5dcqbX5mdXrothigXFHNrbM6KBfr5D5msb5HxPDNnDqPZ4DjQYwyRHtDa5ahHHKjqM2RJaFVVCqrrAS5ta4zpf1f,1747638038,341002193,27367
2sRTEptwXUiwMZn7geGhaTf1Nsm8K7EukbuLg2A6hLRJgrpbAEn9VuUsJyxKFtJGHWgS9qiCZXy3DRmkNZ9QowUp,1747551247,340782660,21330
4c9F2TQmhkeL2Xd7Aw4897W5KUmrNWyPaRWceaVKn1aAMQ8h8SH39RHMZDicgaiMnuN1fsZKPTfzxbb999Lv3Rvg,1747551246,340782657,21330
226ZzeuJCSUHGqBKiF89kL8cKSVkZw8AfVkKcuHXDQJBXc7hHj7ngpBmezouu9Hboh3rQxtoPVJrZpHHXWMkW9kt,1747551155,340782429,7961
JRM7kgXEDzQBunPeZ67o96pEmvrAijaxHY5y2fUQCcGyrGAzk2rTxtoCCHQyqd7izsJ8SUB7YzyS9ZiwhwLAah3,1747551154,340782428,33069
6299BMqS5k6MAp4G7jnuvWfmn4xXSsM76tf8TXLwhLE8GZ3D9bDZeFq44avVKF4CVP3r7KHmS7RGfZ8XQbU7A8Qn,1747551154,340782428,39565
sL8zC7xDevkT4SiMDKo3H7USUGyynF58wNqoRUsT876dfD6vJYrpEd9d9zSEMzCvvqbZurv6AWLxRDq6QD6A8MF,1747537780,340748528,45874
CFoVVDNUftkuJ5Yh67vxBg6GW9UU9V3acMpPQSqPqQu6qgjj1deVUhwLTwDyaW42mQHGDHE2cLKu9WUZCiLBMYJ,1747532859,340736045,15407
58mAFPrLna84C8RovyoTeKZD1FfizRutoBuizycXotEw4Q8jbiBfJPkTf9KVVUYrrvmnfooQZrWbvmhyepUU5az7,1747522026,340708565,23873
2VBR9Qz2gtCynyvEVBR52LCbemN8S41SEN9aumtAaykh7c1VghVQ3X4E76iF7dZDZ5A2PMjzF529JiE1tnkhB21q,1747506732,340669950,18011
359k7wsABuDshLFbgj7hud7GBNbbc4a3MGasnyDJFs6Re4xevMJFXpLpdQq5dNfSq5f2fGoQyjJdTCoxQdYrKZSY,1747504115,340663324,13005
xxMUXAQ3sMtTgSV3UfbpxZNnrNHGJF6ZLkQ9qdgigmMCmii7H4i51o7Nb1YHC4n2iNqaGmy7VvLNFEtci7Fa9iJ,1747502917,340660280,51296
3Fhc7asyq6z5hPvrkyktQqZbbkGA6t2zrfuNZMkGoPN6YHT1V3irpxmR18CrMEdQh5Z5Bbzqh9P36fPvNqfDTzJa,1747163413,339803292,80000
2ray3RCfuLwXu1khwsekhoWtz9N2i2k6brS2NL9HRiSF14Ziy9cUADXCqpPz4WbFevjf4EhfezZD2mJ9moCat3Fi,1745600581,335847318,80000
5Mq5UnG8JYzk61owPSS7qaGAggiJAi74GdcGrRf3mRHrSxkUe4bhxFuVFufyWhvfWwYHE9Tj2gAUNU3k3AgaujiA,1744991981,334309109,80000
39wFa9HbxaTLrXPTqaTLrFo2BH3rVrrwb3KZkr1tBjMmUiLTeBEznjYkL6aHNkA7qT47RuNyQuhmwbJkB4h8HiW3,1743440718,330420567,80000
zpaTwdKZhqQtQX5WvZWZe7mS5L3GXjthZ5KKBoWiSmoG6tvLFwifhCv6dUqesEpHLLeXqv9JZm9DPKzNJ4EYMzD,1739727854,321081616,80000
4hQxqw5SdWVomyLKZUmZ9TtEAhJiQFdedUKf3vKpFPkpQzEW6Vcm2xni1bYAm6ru9kBiD3u64vvnpaGQrqcpWgp7,1739403035,320262043,155000
62StAJJQfaJw1mrdW8abYNxPBE8bHK5HysoPK2GHHX1bhXwZYd8RYjwJTyz36tcCmDJshKKr8JDtS7dLiahaYHvS,1738858437,318888396,155000
2eP9Ung7ta3wJjVPR3edPxjQFLTNJqZu6Zy2PPDqfTPfeVCFb4Vbc8TY7DH1bs8VD869WENZYTqttAExAPxXNurU,1738482097,317945534,155000
5k2K24j8RGR5XaQbh7AuWj4fEDNedaJm4tUQnkGY8MD51wStByfDUfA7GUKH5LtdQfPYzBetkN9GxAJboaKX8HQU,1738266516,317410104,155000
G6KPXSBvx7Gg3CqoKxEcHgCgJzZVMx36D1ZPupaqAyYrrhUWKPNQu8wkx4VvefW7Jed7UMacGeyU4mqv7rrp89w,1738034404,316833992,155000
4AAACvwDNdLrXpeyePizDz3jhW3e5t1feWGT9YpR92wciBjRFwTgyiVd93pxMT3xQp625WhBiwLoUgcVzSwxKnc7,1737450337,315395336,155000
58v1Lqk2szuroUrvUJ5xFTKM7LTNYeeP772WCWVnHTKg5TScH6UHwxzFvrwfGnYZfSSj8qYKStagKVB6Vn5NQ4TM,1736909979,314066865,31027
4PzzG3uwWw2zNPs77y3en4esaCahp7UqZDKrpRY17kN39EyBLsHjZb95f1JPgnnWMd3Z3TX5U9ws6Ym1BDCmn9dR,1736612931,313335852,105001
2in3ps9vJMjPa1uc6sMkuntFs1mLGRt5KDbvpMVUv1VAM3UTqLprMg95uQhA5DDL9SieEif7J7L58oFqfsmeuDDs,1736085170,312043508,25000
51QM27dJTHJGQVwWVSW6XMPrhL3o2cYTc4X38wYgfbvRLZ85J32rzqF6sofiE4g28jKQf1scrLF5en4axHCwUHx,1736035926,311924243,25000
5Q6Nej8HBf2n33coriQAg1M5VvqHQwodxpoU6cDSyA1GDmDPHXEZn68qmW7iPWTrPpN77BmbQ825G9UFv9hRYLLq,1748261461,342581409,10736
5tZVY8riKzMwF5wd2YXkJjjoLtRUywsvtBba5QHXbF8ukqGCJTt27w5T22WshCfFmfAJTu4WW8rX5M1opAWAY8HX,1747768025,341331037,10433
2mDXrXUaYjNzgt4wdBx4YYC6HXCH5EzJnVPngPmrUSv7hK3EhsP5Y7Q6V8kSLhWddh2hJvovuhhUZUCx3eZmgcmB,1746447525,337990799,27921
5akmBuA33DftASiTteD53b56z3LJU23W7AYuhnrbWe5o7uYVvdFz96CiGKmx3viQi212NhhznfMyjHpBbBcmfrzf,1732288006,302953800,25000
5tHAGVFV33NbZDjrTGznVvYfDAGoC1t55uS5vqyDwAhLVPQPg7e9YHvkwjTRLSe1vvqhiKXvgV1RVKrdmHz2ukYn,1717277084,269308750,5786
2eb2fwGdMhvoGzPfA68kEFzcRieksV4ZJxHSZgEN5cpKga8V7h7jNZP8akQASZ9zb7s1EnmaD4HVTkt4iPu2L2e1,1714594773,263327630,25000
4cLjLdbdMfZz8rW9CoDvr5UVxkaCuRyW3h8rM9AtExSG2aMMyywULoBRhWmjZzCeZYKzmkmfJpnUWEqHweg5mRSx,1712125451,258074936,25000
2QuQ1NDHrpKtuQX6nZizDtS4jsxBuk5J8QcHn8L2DnHYT3vhriPd1zpYrGoXzgpreXJkdtwXkqhfNHZ5tPkuKheQ,1706830328,245568795,25000
5u2N1SoUs2cZnvhw8KkjiGzAZUV3QpfZtK86gzsb94FRrZiUKrAYS5Qya3LDvru2GpwHMnLpsnTYKaECFfBqrjSL,1704146478,239340307,15000
4dg8T9buJobPfMzg6zxWjmEzTcikcA5fJbXQyUNdnD8q1qpkp8ku9pb2adnY1WJMopDQsqE3DjmL2S3Vr7trbicF,1699229109,228248301,6600
52TYmMfb5EEDjhzsaZWgVMxLMfZCQWFxkgyBaheXGhrE6MpcouTYERzaXt9RX7s2MoLcy4Wv8cU14Vo79q6LxSok,1696325249,221284784,6600
5eMqRUc2M9C6ZdE4nf3h9pfLM5SPUcSUX7jGggUB4QekrzmhuXZK2QMhGvYmbNkzLGrK5zXjvxAGc8TpNjpBVZF4,1695289016,218870514,6600
49kygTmAcKZKyjR3t5t6MVUNVNt3MF7hQggq5MEGB9epUdhmrWuuAZ6mSrwcncBD1f4kfQTkTTihktJp31Tjo24h,1695288732,218869895,6600
2usPXYhmGNa3wBoovPCx9MrvCP9oMt2i6XoQiLd8doLJrY3WpG8JntbwdLg6Qhj5hxrZP18cFMcVu5QUH6wBwWXP,1695288531,218869449,6600
2NAaEdqDKpndCKHds2si5ySC8d78uVAhoZinfjigdJ9L2i6hEtyXWb26qjyT1TGzdawoYbeFJxUkJgWcjiHkazqB,1693609201,215014945,6600
2MhLSWXP3e4KofDkpXdKetUJaztz3bZ7vNHHdJQbQSEoGtwRw8QNMo8wwFdPrpL1CG5HePjs7qTMrn7RNRNezrFa,1690923831,208875403,6600
2FVaBjpB6LWCiWAt9pNmDKVY2Ng52Yr5krMpRUVoRN4oxfZY6LNq3ZhfHipwCmeb5redT8DWW58WjCjZb32oxu5q,1688249953,202853805,6600
34BquX2X5SgALmqXJ1LQi1zmZVewv26YwWHUphypANjkneyFzLpsfDxPiFfupFHRn5CGaTSyvobfL345JR4KkBVJ,1733078335,304796388,105001
39q7H2yBKhryVfewXSVsSbKwgT26WMHpTr4mXRUrjBiq3yFFXMLaojCadaE2xTJBeD2VJSEPdeM3PLbHuVmPRgz2,1700073569,230211924,6600
2DNQkR2TwANBjXsMsS4ntjuJ2q4nxgjg2KMv112yWXtwijvySHzybtn2EMGYtrqPh3jsimtJcAwJp3AU9ey6rHMB,1700068865,230201484,6600
